Number of nodes: 30
Number of edges: 50
Number of CESs: 12
Number of events: 74
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	log in, open notification settings
1	select the existing class, view class
1	open class records, select the existing class
1	select the existing schedule, view schedule
1	open class records, select the existing schedule
1	open notification settings, receive notifications as SMS
1	receive notifications as SMS, confirm notification settings
8	log in, access as a teacher
8	access as a teacher, turn editing on
3	turn editing on, open student attendance records
1	turn editing on, open class records
1	open student attendance records, open class records
1	open student attendance records, select a class-list attendance record
1	open student attendance records, select an editable student-record
1	select a class-list attendance record, edit attendance status
1	select an editable student-record, edit attendance status
2	edit attendance status, submit attendance record update
1	add new class, enter the name of the class
1	enter the name of the class, enter the class detail
1	add new class, enter the class detail
1	enter the class detail, enter the name of the class
1	enter the class detail, submit the class
1	enter the name of the class, submit the class
1	enter the name of the class, enter the name of the class
1	enter the class detail, enter the class detail
2	turn editing on, add new class
1	add new schedule, enter the days of the class
1	enter the days of the class, enter the hours of the class
1	add new schedule, enter the hours of the class
1	enter the hours of the class, enter the days of the class
1	enter the hours of the class, submit the class schedule
1	enter the days of the class, submit the class schedule
1	enter the days of the class, enter the days of the class
1	enter the hours of the class, enter the hours of the class
2	turn editing on, add new schedule
1	show the barcode to the barcodereader, show the barcode to the barcodereader
1	show the barcode to the barcodereader, enter barcode manually
2	submit attendance, show the barcode to the barcodereader
1	show the barcode to the barcodereader, confirm your identity
2	enter barcode manually, confirm your identity
1	submit attendance, enter barcode manually
0	Number of uncovered edges 
