Number of nodes: 13
Number of edges: 21
Number of CESs: 6
Number of events: 21
Number of uncovered edges: 0
Coverage: 100.0
Number of coverage	Edge
1	get balance, select deposit
2	select deposit, enter deposit amount
2	enter deposit amount, put money
1	put money, get balance
1	get balance, select withdraw
2	select withdraw, enter withdraw amount
2	enter withdraw amount, take money
1	take money, get balance
1	request an interest rate, confirm interest rate approved
1	request an interest rate, confirm interest rate disapproved
1	select withdraw, cancel withdraw
0	Number of uncovered edges 
